#Location	Time	Pollutant	Actual	Estimated	Pass	Distance
Queen Street	6	NO	25	47.55911346	25	262144
Queen Street	6	NO	25	47.562426	25	524288
Queen Street	7	NO	162	0	0	1
Queen Street	7	NO	162	52.48686831	0	1024
Queen Street	7	NO	162	74.8627753	0	2048
Queen Street	7	NO	162	100.9219436	0	4096
Queen Street	7	NO	162	117.3849397	0	8192
Queen Street	7	NO	162	122.2446816	0	16384
Queen Street	7	NO	162	120.4855396	0	32768
Queen Street	7	NO	162	117.6764063	0	65536
Queen Street	7	NO	162	115.6861334	0	131072
Queen Street	7	NO	162	114.5374547	0	262144
Queen Street	7	NO	162	113.924451	0	524288
Queen Street	7	NO	162	0	1	1
Queen Street	7	NO	162	48.77495481	1	1024
Queen Street	7	NO	162	59.39574024	1	2048
Queen Street	7	NO	162	67.47069761	1	4096
Queen Street	7	NO	162	85.01001777	1	8192
Queen Street	7	NO	162	107.298502	1	16384
Queen Street	7	NO	162	120.4528502	1	32768
Queen Street	7	NO	162	123.1782825	1	65536
Queen Street	7	NO	162	120.6462978	1	131072
Queen Street	7	NO	162	117.6731457	1	262144
Queen Street	7	NO	162	115.6659377	1	524288
Queen Street	7	NO	162	0	2	1
Queen Street	7	NO	162	48.78025301	2	1024
Queen Street	7	NO	162	59.38264012	2	2048
Queen Street	7	NO	162	64.61035763	2	4096
Queen Street	7	NO	162	75.43026665	2	8192
Queen Street	7	NO	162	97.36751119	2	16384
Queen Street	7	NO	162	116.8380508	2	32768
Queen Street	7	NO	162	123.9810721	2	65536
Queen Street	7	NO	162	122.4880589	2	131072
Queen Street	7	NO	162	119.1490701	2	262144
Queen Street	7	NO	162	116.5789912	2	524288
Queen Street	7	NO	162	0	3	1
Queen Street	7	NO	162	48.78028375	3	1024
Queen Street	7	NO	162	59.40985578	3	2048
Queen Street	7	NO	162	64.59176498	3	4096
Queen Street	7	NO	162	73.05601734	3	8192
Queen Street	7	NO	162	91.88745063	3	16384
Queen Street	7	NO	162	113.6556542	3	32768
Queen Street	7	NO	162	124.0297878	3	65536
Queen Street	7	NO	162	123.7590323	3	131072
Queen Street	7	NO	162	120.3853154	3	262144
Queen Street	7	NO	162	117.4149799	3	524288
Queen Street	7	NO	162	0	4	1
Queen Street	7	NO	162	48.78028386	4	1024
Queen Street	7	NO	162	59.41303409	4	2048
Queen Street	7	NO	162	64.7051674	4	4096
Queen Street	7	NO	162	72.576637	4	8192
Queen Street	7	NO	162	88.86066005	4	16384
Queen Street	7	NO	162	111.0909084	4	32768
Queen Street	7	NO	162	123.7036209	4	65536
Queen Street	7	NO	162	124.612846	4	131072
Queen Street	7	NO	162	121.4166166	4	262144
Queen Street	7	NO	162	118.1796984	4	524288
Queen Street	7	NO	162	0	5	1
Queen Street	7	NO	162	48.78028386	5	1024
Queen Street	7	NO	162	59.41334837	5	2048
Queen Street	7	NO	162	64.76763616	5	4096
Queen Street	7	NO	162	72.57759867	5	8192
Queen Street	7	NO	162	87.15716444	5	16384
Queen Street	7	NO	162	109.0624913	5	32768
Queen Street	7	NO	162	123.2104792	5	65536
Queen Street	7	NO	162	125.1636562	5	131072
Queen Street	7	NO	162	122.2728723	5	262144
Queen Street	7	NO	162	118.8785216	5	524288
Queen Street	7	NO	162	0	6	1
Queen Street	7	NO	162	48.78028386	6	1024
Queen Street	7	NO	162	59.4133783	6	2048
Queen Street	7	NO	162	64.79639687	6	4096
Queen Street	7	NO	162	72.68619904	6	8192
Queen Street	7	NO	162	86.18504463	6	16384
Queen Street	7	NO	162	107.4504291	6	32768
Queen Street	7	NO	162	122.6613401	6	65536
Queen Street	7	NO	162	125.4961009	6	131072
Queen Street	7	NO	162	122.9798082	6	262144
Queen Street	7	NO	162	119.516435	6	524288
Queen Street	7	NO	162	0	7	1
Queen Street	7	NO	162	48.78028386	7	1024
Queen Street	7	NO	162	59.41338112	7	2048
Queen Street	7	NO	162	64.80910797	7	4096
Queen Street	7	NO	162	72.8047811	7	8192
Queen Street	7	NO	162	85.62627058	7	16384
Queen Street	7	NO	162	106.1534977	7	32768
Queen Street	7	NO	162	122.1129263	7	65536
Queen Street	7	NO	162	125.6727635	7	131072
Queen Street	7	NO	162	123.5595506	7	262144
Queen Street	7	NO	162	120.0980625	7	524288
Queen Street	7	NO	162	0	8	1
Queen Street	7	NO	162	48.78028386	8	1024
Queen Street	7	NO	162	59.41338139	8	2048
Queen Street	7	NO	162	64.81465452	8	4096
Queen Street	7	NO	162	72.90930533	8	8192
Queen Street	7	NO	162	85.30549093	8	16384
Queen Street	7	NO	162	105.0963256	8	32768
Queen Street	7	NO	162	121.5920713	8	65536
Queen Street	7	NO	162	125.7397665	8	131072
Queen Street	7	NO	162	124.0311206	8	262144
Queen Street	7	NO	162	120.6276923	8	524288
Queen Street	7	NO	162	0	9	1
Queen Street	7	NO	162	48.78028386	9	1024
Queen Street	7	NO	162	59.41338141	9	2048
Queen Street	7	NO	162	64.81706284	9	4096
Queen Street	7	NO	162	72.99574352	9	8192
Queen Street	7	NO	162	85.12423942	9	16384
Queen Street	7	NO	162	104.2244321	9	32768
Queen Street	7	NO	162	121.1095285	9	65536
Queen Street	7	NO	162	125.7309626	9	131072
Queen Street	7	NO	162	124.4108619	9	262144
Queen Street	7	NO	162	121.1093005	9	524288
Queen Street	7	NO	162	0	10	1
Queen Street	7	NO	162	48.78028386	10	1024
Queen Street	7	NO	162	59.41338141	10	2048
Queen Street	7	NO	162	64.81810623	10	4096
Queen Street	7	NO	162	73.06543761	10	8192
Queen Street	7	NO	162	85.02637898	10	16384
Queen Street	7	NO	162	103.4982008	10	32768
Queen Street	7	NO	162	120.6677175	10	65536
Queen Street	7	NO	162	125.6710729	10	131072
Queen Street	7	NO	162	124.7128095	10	262144
Queen Street	7	NO	162	121.5465741	10	524288
Queen Street	7	NO	162	0	11	1
Queen Street	7	NO	162	48.78028386	11	1024
Queen Street	7	NO	162	59.41338141	11	2048
Queen Street	7	NO	162	64.8185578	11	4096
Queen Street	7	NO	162	73.12095781	11	8192
Queen Street	7	NO	162	84.97939344	11	16384
Queen Street	7	NO	162	102.8882507	11	32768
Queen Street	7	NO	162	120.2650056	11	65536
Queen Street	7	NO	162	125.5780351	11	131072
Queen Street	7	NO	162	124.949008	11	262144
Queen Street	7	NO	162	121.9429313	11	524288
Queen Street	7	NO	162	0	12	1
Queen Street	7	NO	162	48.78028386	12	1024
Queen Street	7	NO	162	59.41338141	12	2048
Queen Street	7	NO	162	64.81875313	12	4096
Queen Street	7	NO	162	73.16489782	12	8192
Queen Street	7	NO	162	84.96409382	12	16384
Queen Street	7	NO	162	102.3722893	12	32768
Queen Street	7	NO	162	119.8980245	12	65536
Queen Street	7	NO	162	125.4647593	12	131072
Queen Street	7	NO	162	125.1297869	12	262144
Queen Street	7	NO	162	122.3015407	12	524288
Queen Street	7	NO	162	0	13	1
Queen Street	7	NO	162	48.78028386	13	1024
Queen Street	7	NO	162	59.41338141	13	2048
Queen Street	7	NO	162	64.8188376	13	4096
Queen Street	7	NO	162	73.19953785	13	8192
Queen Street	7	NO	162	84.9689003	13	16384
Queen Street	7	NO	162	101.933049	13	32768
Queen Street	7	NO	162	119.5628801	13	65536
Queen Street	7	NO	162	125.34044	13	131072
Queen Street	7	NO	162	125.2639977	13	262144
Queen Street	7	NO	162	122.6253393	13	524288
Queen Street	7	NO	162	0	14	1
Queen Street	7	NO	162	48.78028386	14	1024
Queen Street	7	NO	162	59.41338141	14	2048
Queen Street	7	NO	162	64.81887412	14	4096
Queen Street	7	NO	162	73.22677961	14	8192
Queen Street	7	NO	162	84.98664154	14	16384
Queen Street	7	NO	162	101.5569268	14	32768
Queen Street	7	NO	162	119.2557517	14	65536
Queen Street	7	NO	162	125.2115349	14	131072
Queen Street	7	NO	162	125.3592184	14	262144
Queen Street	7	NO	162	122.9170492	14	524288
Queen Street	7	NO	162	0	15	1
Queen Street	7	NO	162	48.78028386	15	1024
Queen Street	7	NO	162	59.41338141	15	2048
Queen Street	7	NO	162	64.81888991	15	4096
Queen Street	7	NO	162	73.2481694	15	8192
Queen Street	7	NO	162	85.01274812	15	16384
Queen Street	7	NO	162	101.233069	15	32768
Queen Street	7	NO	162	118.9731577	15	65536
Queen Street	7	NO	162	125.0824944	15	131072
Queen Street	7	NO	162	125.4219311	15	262144
Queen Street	7	NO	162	123.179193	15	524288
Queen Street	7	NO	162	0	16	1
Queen Street	7	NO	162	48.78028386	16	1024
Queen Street	7	NO	162	59.41338141	16	2048
Queen Street	7	NO	162	64.81889674	16	4096
Queen Street	7	NO	162	73.26494688	16	8192
Queen Street	7	NO	162	85.04422194	16	16384
Queen Street	7	NO	162	100.9527326	16	32768
Queen Street	7	NO	162	118.7120467	16	65536
Queen Street	7	NO	162	124.9563044	16	131072
Queen Street	7	NO	162	125.4576737	16	262144
Queen Street	7	NO	162	123.4141079	16	524288
Queen Street	7	NO	162	0	17	1
Queen Street	7	NO	162	48.78028386	17	1024
Queen Street	7	NO	162	59.41338141	17	2048
Queen Street	7	NO	162	64.81889969	17	4096
Queen Street	7	NO	162	73.27809756	17	8192
Queen Street	7	NO	162	85.07904005	17	16384
Queen Street	7	NO	162	100.7088249	17	32768
Queen Street	7	NO	162	118.4698002	17	65536
Queen Street	7	NO	162	124.8348893	17	131072
Queen Street	7	NO	162	125.471172	17	262144
Queen Street	7	NO	162	123.6239592	17	524288
Queen Street	7	NO	162	0	18	1
Queen Street	7	NO	162	48.78028386	18	1024
Queen Street	7	NO	162	59.41338141	18	2048
Queen Street	7	NO	162	64.81890097	18	4096
Queen Street	7	NO	162	73.28840071	18	8192
Queen Street	7	NO	162	85.11580351	18	16384
Queen Street	7	NO	162	100.495561	18	32768
Queen Street	7	NO	162	118.2441967	18	65536
Queen Street	7	NO	162	124.7194108	18	131072
Queen Street	7	NO	162	125.4664529	18	262144
Queen Street	7	NO	162	123.8107525	18	524288
Queen Street	7	NO	162	0	19	1
Queen Street	7	NO	162	48.78028386	19	1024
Queen Street	7	NO	162	59.41338141	19	2048
Queen Street	7	NO	162	64.81890152	19	4096
Queen Street	7	NO	162	73.29647044	19	8192
Queen Street	7	NO	162	85.15352579	19	16384
Queen Street	7	NO	162	100.3082021	19	32768
Queen Street	7	NO	162	118.0333598	19	65536
Queen Street	7	NO	162	124.6104885	19	131072
Queen Street	7	NO	162	125.4469427	19	262144
Queen Street	7	NO	162	123.9763456	19	524288
Queen Street	7	NO	162	0	20	1
Queen Street	7	NO	162	48.78028386	20	1024
Queen Street	7	NO	162	59.41338141	20	2048
Queen Street	7	NO	162	64.81890176	20	4096
Queen Street	7	NO	162	73.3027896	20	8192
Queen Street	7	NO	162	85.19150168	20	16384
Queen Street	7	NO	162	100.1428518	20	32768
Queen Street	7	NO	162	117.8357057	20	65536
Queen Street	7	NO	162	124.5083622	20	131072
Queen Street	7	NO	162	125.4155515	20	262144
Queen Street	7	NO	162	124.1224584	20	524288
Queen Street	7	NO	162	0	21	1
Queen Street	7	NO	162	48.78028386	21	1024
Queen Street	7	NO	162	59.41338141	21	2048
Queen Street	7	NO	162	64.81890186	21	4096
Queen Street	7	NO	162	73.30773725	21	8192
Queen Street	7	NO	162	85.22922366	21	16384
Queen Street	7	NO	162	99.99629551	21	32768
Queen Street	7	NO	162	117.6498936	21	65536
Queen Street	7	NO	162	124.413011	21	131072
Queen Street	7	NO	162	125.3747457	21	262144
Queen Street	7	NO	162	124.2506837	21	524288
Queen Street	7	NO	162	0	22	1
Queen Street	7	NO	162	48.78028386	22	1024
Queen Street	7	NO	162	59.41338141	22	2048
Queen Street	7	NO	162	64.81890191	22	4096
Queen Street	7	NO	162	73.31161072	22	8192
Queen Street	7	NO	162	85.26632653	22	16384
Queen Street	7	NO	162	99.86587209	22	32768
Queen Street	7	NO	162	117.4747833	22	65536
Queen Street	7	NO	162	124.3242399	22	131072
Queen Street	7	NO	162	125.3266112	22	262144
Queen Street	7	NO	162	124.3624956	22	524288
Queen Street	7	NO	162	0	23	1
Queen Street	7	NO	162	48.78028386	23	1024
Queen Street	7	NO	162	59.41338141	23	2048
Queen Street	7	NO	162	64.81890193	23	4096
Queen Street	7	NO	162	73.31464303	23	8192
Queen Street	7	NO	162	85.30254975	23	16384
Queen Street	7	NO	162	99.74937126	23	32768
Queen Street	7	NO	162	117.3093992	23	65536
Queen Street	7	NO	162	124.2417431	23	131072
Queen Street	7	NO	162	125.2729074	23	262144
Queen Street	7	NO	162	124.4592584	23	524288
Queen Street	7	NO	162	0	24	1
Queen Street	7	NO	162	48.78028386	24	1024
Queen Street	7	NO	162	59.41338141	24	2048
Queen Street	7	NO	162	64.81890193	24	4096
Queen Street	7	NO	162	73.31701674	24	8192
Queen Street	7	NO	162	85.33771079	24	16384
Queen Street	7	NO	162	99.64495059	24	32768
Queen Street	7	NO	162	117.1529002	24	65536
Queen Street	7	NO	162	124.1651483	24	131072
Queen Street	7	NO	162	125.2151137	24	262144
Queen Street	7	NO	162	124.5422346	24	524288
Queen Street	7	NO	162	0	25	1
Queen Street	7	NO	162	48.78028386	25	1024
Queen Street	7	NO	162	59.41338141	25	2048
Queen Street	7	NO	162	64.81890194	25	4096
Queen Street	7	NO	162	73.31887486	25	8192
Queen Street	7	NO	162	85.37168599	25	16384
Queen Street	7	NO	162	99.55106852	25	32768
Queen Street	7	NO	162	117.0045563	25	65536
Queen Street	7	NO	162	124.0940495	25	131072
Queen Street	7	NO	162	125.1544698	25	262144
Queen Street	7	NO	162	124.6125922	25	524288
Queen Street	8	NO	170	0	0	1
Queen Street	8	NO	170	69.9296069	0	1024
Queen Street	8	NO	170	118.6313107	0	2048
Queen Street	8	NO	170	173.2619912	0	4096
Queen Street	8	NO	170	204.8648093	0	8192
Queen Street	8	NO	170	212.2623776	0	16384
Queen Street	8	NO	170	207.0828791	0	32768
Queen Street	8	NO	170	200.593059	0	65536
Queen Street	8	NO	170	196.1938271	0	131072
Queen Street	8	NO	170	193.6960324	0	262144
Queen Street	8	NO	170	192.3726698	0	524288
Queen Street	8	NO	170	0	1	1
Queen Street	8	NO	170	65.32971144	1	1024
Queen Street	8	NO	170	87.53767684	1	2048
Queen Street	8	NO	170	99.32211199	1	4096
Queen Street	8	NO	170	138.6203111	1	8192
Queen Street	8	NO	170	186.424682	1	16384
Queen Street	8	NO	170	211.4887682	1	32768
Queen Street	8	NO	170	214.5886075	1	65536
Queen Street	8	NO	170	207.7777895	1	131072
Queen Street	8	NO	170	200.8324207	1	262144
Queen Street	8	NO	170	196.2949258	1	524288
Queen Street	8	NO	170	0	2	1
Queen Street	8	NO	170	65.35413849	2	1024
Queen Street	8	NO	170	87.83008135	2	2048
Queen Street	8	NO	170	91.70681426	2	4096
Queen Street	8	NO	170	115.399998	2	8192
Queen Street	8	NO	170	164.8972034	2	16384
Queen Street	8	NO	170	205.4839611	2	32768
Queen Street	8	NO	170	218.1065145	2	65536
Queen Street	8	NO	170	213.0871208	2	131072
Queen Street	8	NO	170	204.8738786	2	262144
Queen Street	8	NO	170	198.7554982	2	524288
Queen Street	8	NO	170	0	3	1
Queen Street	8	NO	170	65.35426828	3	1024
Queen Street	8	NO	170	87.95632837	3	2048
Queen Street	8	NO	170	91.69243187	3	4096
Queen Street	8	NO	170	108.4842436	3	8192
Queen Street	8	NO	170	151.4801526	3	16384
Queen Street	8	NO	170	199.1223732	3	32768
Queen Street	8	NO	170	219.3517287	3	65536
Queen Street	8	NO	170	216.8884881	3	131072
Queen Street	8	NO	170	208.3055248	3	262144
Queen Street	8	NO	170	201.0230855	3	524288
Queen Street	8	NO	170	0	4	1
Queen Street	8	NO	170	65.35426876	4	1024
Queen Street	8	NO	170	87.9713734	4	2048
Queen Street	8	NO	170	92.17474524	4	4096
Queen Street	8	NO	170	106.6814135	4	8192
Queen Street	8	NO	170	143.1565535	4	16384
Queen Street	8	NO	170	193.4257474	4	32768
Queen Street	8	NO	170	219.3728808	4	65536
Queen Street	8	NO	170	219.5744367	4	131072
Queen Street	8	NO	170	211.2134363	4	262144
Queen Street	8	NO	170	203.111857	4	524288
Queen Street	8	NO	170	0	5	1
Queen Street	8	NO	170	65.35426876	5	1024
Queen Street	8	NO	170	87.97289226	5	2048
Queen Street	8	NO	170	92.46995218	5	4096
Queen Street	8	NO	170	106.5353027	5	8192
Queen Street	8	NO	170	137.8704315	5	16384
Queen Street	8	NO	170	188.5420372	5	32768
Queen Street	8	NO	170	218.7619262	5	65536
Queen Street	8	NO	170	221.4380424	5	131072
Queen Street	8	NO	170	213.6718201	5	262144
Queen Street	8	NO	170	205.0349644	5	524288
Queen Street	8	NO	170	0	6	1
Queen Street	8	NO	170	65.35426876	6	1024
Queen Street	8	NO	170	87.97303832	6	2048
Queen Street	8	NO	170	92.61481638	6	4096
Queen Street	8	NO	170	106.9215612	6	8192
Queen Street	8	NO	170	134.4368422	6	16384
Queen Street	8	NO	170	184.3831212	6	32768
Queen Street	8	NO	170	217.8488147	6	65536
Queen Street	8	NO	170	222.6978481	6	131072
Queen Street	8	NO	170	215.7446355	6	262144
Queen Street	8	NO	170	206.8046145	6	524288
Queen Street	8	NO	170	0	7	1
Queen Street	8	NO	170	65.35426876	7	1024
Queen Street	8	NO	170	87.97305213	7	2048
Queen Street	8	NO	170	92.68108283	7	4096
Queen Street	8	NO	170	107.4446095	7	8192
Queen Street	8	NO	170	132.1694847	7	16384
Queen Street	8	NO	170	180.8223248	7	32768
Queen Street	8	NO	170	216.8140155	7	65536
Queen Street	8	NO	170	223.5165766	7	131072
Queen Street	8	NO	170	217.4869966	7	262144
Queen Street	8	NO	170	208.4321365	7	524288
Queen Street	8	NO	170	0	8	1
Queen Street	8	NO	170	65.35426876	8	1024
Queen Street	8	NO	170	87.97305343	8	2048
Queen Street	8	NO	170	92.71052044	8	4096
Queen Street	8	NO	170	107.9590435	8	8192
Queen Street	8	NO	170	130.6602374	8	16384
Queen Street	8	NO	170	177.7473065	8	32768
Queen Street	8	NO	170	215.7533776	8	65536
Queen Street	8	NO	170	224.015171	8	131072
Queen Street	8	NO	170	218.9463826	8	262144
Queen Street	8	NO	170	209.9280444	8	524288
Queen Street	8	NO	170	0	9	1
Queen Street	8	NO	170	65.35426876	9	1024
Queen Street	8	NO	170	87.97305355	9	2048
Queen Street	8	NO	170	92.72342017	9	4096
Queen Street	8	NO	170	108.4140485	9	8192
Queen Street	8	NO	170	129.6591393	9	16384
Queen Street	8	NO	170	175.0686903	9	32768
Queen Street	8	NO	170	214.7153749	9	65536
Queen Street	8	NO	170	224.2833255	9	131072
Queen Street	8	NO	170	220.1636835	9	262144
Queen Street	8	NO	170	211.3020955	9	524288
Queen Street	8	NO	170	0	10	1
Queen Street	8	NO	170	65.35426876	10	1024
Queen Street	8	NO	170	87.97305356	10	2048
Queen Street	8	NO	170	92.7290352	10	4096
Queen Street	8	NO	170	108.7969502	10	8192
Queen Street	8	NO	170	129.008226	10	16384
Queen Street	8	NO	170	172.7171238	10	32768
Queen Street	8	NO	170	213.7223818	10	65536
Queen Street	8	NO	170	224.3873827	10	131072
Queen Street	8	NO	170	221.1741033	10	262144
Queen Street	8	NO	170	212.5633441	10	524288
Queen Street	8	NO	170	0	11	1
Queen Street	8	NO	170	65.35426876	11	1024
Queen Street	8	NO	170	87.97305356	11	2048
Queen Street	8	NO	170	92.73147115	11	4096
Queen Street	8	NO	170	109.1105173	11	8192
Queen Street	8	NO	170	128.6043457	11	16384
Queen Street	8	NO	170	170.6385925	11	32768
Queen Street	8	NO	170	212.7827407	11	65536
Queen Street	8	NO	170	224.3762523	11	131072
Queen Street	8	NO	170	222.0079396	11	262144
Queen Street	8	NO	170	213.7201915	11	524288
Queen Street	8	NO	170	0	12	1
Queen Street	8	NO	170	65.35426876	12	1024
Queen Street	8	NO	170	87.97305356	12	2048
Queen Street	8	NO	170	92.73252613	12	4096
Queen Street	8	NO	170	109.3631821	12	8192
Queen Street	8	NO	170	128.3778932	12	16384
Queen Street	8	NO	170	168.7904724	12	32768
Queen Street	8	NO	170	211.8975362	12	65536
Queen Street	8	NO	170	224.2858468	12	131072
Queen Street	8	NO	170	222.6912573	12	262144
Queen Street	8	NO	170	214.7804331	12	524288
Queen Street	8	NO	170	0	13	1
Queen Street	8	NO	170	65.35426876	13	1024
Queen Street	8	NO	170	87.97305356	13	2048
Queen Street	8	NO	170	92.73298264	13	4096
Queen Street	8	NO	170	109.5647314	13	8192
Queen Street	8	NO	170	128.2804259	13	16384
Queen Street	8	NO	170	167.1386311	13	32768
Queen Street	8	NO	170	211.0643444	13	65536
Queen Street	8	NO	170	224.1424026	13	131072
Queen Street	8	NO	170	223.24647	13	262144
Queen Street	8	NO	170	215.751301	13	524288
Queen Street	8	NO	170	0	14	1
Queen Street	8	NO	170	65.35426876	14	1024
Queen Street	8	NO	170	87.97305356	14	2048
Queen Street	8	NO	170	92.73318009	14	4096
Queen Street	8	NO	170	109.724472	14	8192
Queen Street	8	NO	170	128.2772956	14	16384
Queen Street	8	NO	170	165.6553737	14	32768
Queen Street	8	NO	170	210.2792628	14	65536
Queen Street	8	NO	170	223.9649661	14	131072
Queen Street	8	NO	170	223.6928419	14	262144
Queen Street	8	NO	170	216.6395049	14	524288
Queen Street	8	NO	170	0	15	1
Queen Street	8	NO	170	65.35426876	15	1024
Queen Street	8	NO	170	87.97305356	15	2048
Queen Street	8	NO	170	92.73326547	15	4096
Queen Street	8	NO	170	109.8505455	15	8192
Queen Street	8	NO	170	128.3431541	15	16384
Queen Street	8	NO	170	164.3179793	15	32768
Queen Street	8	NO	170	209.5379729	15	65536
Queen Street	8	NO	170	223.7672521	15	131072
Queen Street	8	NO	170	224.0469218	15	262144
Queen Street	8	NO	170	217.4512689	15	524288
Queen Street	8	NO	170	0	16	1
Queen Street	8	NO	170	65.35426876	16	1024
Queen Street	8	NO	170	87.97305356	16	2048
Queen Street	8	NO	170	92.73330239	16	4096
Queen Street	8	NO	170	109.949773	16	8192
Queen Street	8	NO	170	128.4591275	16	16384
Queen Street	8	NO	170	163.1076375	16	32768
Queen Street	8	NO	170	208.8362667	16	65536
Queen Street	8	NO	170	223.5590336	16	131072
Queen Street	8	NO	170	224.3229173	16	262144
Queen Street	8	NO	170	218.1923662	16	524288
Queen Street	8	NO	170	0	17	1
Queen Street	8	NO	170	65.35426876	17	1024
Queen Street	8	NO	170	87.97305356	17	2048
Queen Street	8	NO	170	92.73331835	17	4096
Queen Street	8	NO	170	110.0277283	17	8192
Queen Street	8	NO	170	128.6109821	17	16384
Queen Street	8	NO	170	162.0086565	17	32768
Queen Street	8	NO	170	208.1702805	17	65536
Queen Street	8	NO	170	223.3471783	17	131072
Queen Street	8	NO	170	224.5330177	17	262144
Queen Street	8	NO	170	218.8681519	17	524288
Queen Street	8	NO	170	0	18	1
Queen Street	8	NO	170	65.35426876	18	1024
Queen Street	8	NO	170	87.97305356	18	2048
Queen Street	8	NO	170	92.73332525	18	4096
Queen Street	8	NO	170	110.0888971	18	8192
Queen Street	8	NO	170	128.7878921	18	16384
Queen Street	8	NO	170	161.0078579	18	32768
Queen Street	8	NO	170	207.5365745	18	65536
Queen Street	8	NO	170	223.1364212	18	131072
Queen Street	8	NO	170	224.6876729	18	262144
Queen Street	8	NO	170	219.483592	18	524288
Queen Street	8	NO	170	0	19	1
Queen Street	8	NO	170	65.35426876	19	1024
Queen Street	8	NO	170	87.97305356	19	2048
Queen Street	8	NO	170	92.73332823	19	4096
Queen Street	8	NO	170	110.1368551	19	8192
Queen Street	8	NO	170	128.9815842	19	16384
Queen Street	8	NO	170	160.0941063	19	32768
Queen Street	8	NO	170	206.9321353	19	65536
Queen Street	8	NO	170	222.9299407	19	131072
Queen Street	8	NO	170	224.7958346	19	262144
Queen Street	8	NO	170	220.0432921	19	524288
Queen Street	8	NO	170	0	20	1
Queen Street	8	NO	170	65.35426876	20	1024
Queen Street	8	NO	170	87.97305356	20	2048
Queen Street	8	NO	170	92.73332952	20	4096
Queen Street	8	NO	170	110.1744352	20	8192
Queen Street	8	NO	170	129.1857257	20	16384
Queen Street	8	NO	170	159.2579377	20	32768
Queen Street	8	NO	170	206.3543421	20	65536
Queen Street	8	NO	170	222.7297849	20	131072
Queen Street	8	NO	170	224.8651637	20	262144
Queen Street	8	NO	170	220.5515226	20	524288
Queen Street	8	NO	170	0	21	1
Queen Street	8	NO	170	65.35426876	21	1024
Queen Street	8	NO	170	87.97305356	21	2048
Queen Street	8	NO	170	92.73333008	21	4096
Queen Street	8	NO	170	110.2038724	21	8192
Queen Street	8	NO	170	129.3954757	21	16384
Queen Street	8	NO	170	158.4912629	21	32768
Queen Street	8	NO	170	205.8009206	21	65536
Queen Street	8	NO	170	222.5371893	21	131072
Queen Street	8	NO	170	224.90221	21	262144
Queen Street	8	NO	170	221.0122429	21	524288
Queen Street	8	NO	170	0	22	1
Queen Street	8	NO	170	65.35426876	22	1024
Queen Street	8	NO	170	87.97305356	22	2048
Queen Street	8	NO	170	92.73333032	22	4096
Queen Street	8	NO	170	110.2269255	22	8192
Queen Street	8	NO	170	129.6071484	22	16384
Queen Street	8	NO	170	157.7871285	22	32768
Queen Street	8	NO	170	205.2698939	22	65536
Queen Street	8	NO	170	222.3528107	22	131072
Queen Street	8	NO	170	224.9125664	22	262144
Queen Street	8	NO	170	221.4291236	22	524288
Queen Street	8	NO	170	0	23	1
Queen Street	8	NO	170	65.35426876	23	1024
Queen Street	8	NO	170	87.97305356	23	2048
Queen Street	8	NO	170	92.73333042	23	4096
Queen Street	8	NO	170	110.2449762	23	8192
Queen Street	8	NO	170	129.8179574	23	16384
Queen Street	8	NO	170	157.1395236	23	32768
Queen Street	8	NO	170	204.7595374	23	65536
Queen Street	8	NO	170	222.1768995	23	131072
Queen Street	8	NO	170	224.9010031	23	262144
Queen Street	8	NO	170	221.8055675	23	524288
Queen Street	8	NO	170	0	24	1
Queen Street	8	NO	170	65.35426876	24	1024
Queen Street	8	NO	170	87.97305356	24	2048
Queen Street	8	NO	170	92.73333047	24	4096
Queen Street	8	NO	170	110.2591083	24	8192
Queen Street	8	NO	170	130.025818	24	16384
Queen Street	8	NO	170	156.5432227	24	32768
Queen Street	8	NO	170	204.2683393	24	65536
Queen Street	8	NO	170	222.0094265	24	131072
Queen Street	8	NO	170	224.871582	24	262144
Queen Street	8	NO	170	222.1447282	24	524288
Queen Street	8	NO	170	0	25	1
Queen Street	8	NO	170	65.35426876	25	1024
Queen Street	8	NO	170	87.97305356	25	2048
Queen Street	8	NO	170	92.73333049	25	4096
Queen Street	8	NO	170	110.2701718	25	8192
Queen Street	8	NO	170	130.2291938	25	16384
Queen Street	8	NO	170	155.9936571	25	32768
Queen Street	8	NO	170	203.7949661	25	65536
Queen Street	8	NO	170	221.850175	25	131072
Queen Street	8	NO	170	224.8277569	25	262144
Queen Street	8	NO	170	222.4495286	25	524288
Queen Street	1	NO2	36	0	0	1
Queen Street	1	NO2	36	41.56744438	0	1024
Queen Street	1	NO2	36	41.35002609	0	2048
Queen Street	1	NO2	36	39.93721544	0	4096
Queen Street	1	NO2	36	38.82302466	0	8192
Queen Street	1	NO2	36	37.7984741	0	16384
Queen Street	1	NO2	36	36.92746871	0	32768
Queen Street	1	NO2	36	36.36283668	0	65536
Queen Street	1	NO2	36	36.04816032	0	131072
Queen Street	1	NO2	36	35.88344923	0	262144
Queen Street	1	NO2	36	35.79939823	0	524288
Queen Street	1	NO2	36	0	1	1
Queen Street	1	NO2	36	39.85723839	1	1024
Queen Street	1	NO2	36	39.32604139	1	2048
Queen Street	1	NO2	36	40.63861188	1	4096
Queen Street	1	NO2	36	40.87276957	1	8192
Queen Street	1	NO2	36	39.82315617	1	16384
Queen Street	1	NO2	36	38.74178422	1	32768
Queen Street	1	NO2	36	37.67576893	1	65536
