#Location	Time	Pollutant	Actual	Estimated	Pass	Distance
St Johns Road	3	NO2	46	36.83745142	15	8192
St Johns Road	3	NO2	46	36.55772654	15	16384
St Johns Road	3	NO2	46	37.72177171	15	32768
St Johns Road	3	NO2	46	37.84833281	15	65536
St Johns Road	3	NO2	46	35.22397635	15	131072
St Johns Road	3	NO2	46	33.07959727	15	262144
St Johns Road	3	NO2	46	32.33403694	15	524288
St Johns Road	3	NO2	46	0	16	1
St Johns Road	3	NO2	46	38.4227495	16	1024
St Johns Road	3	NO2	46	38.08854356	16	2048
St Johns Road	3	NO2	46	37.46197143	16	4096
St Johns Road	3	NO2	46	36.83521393	16	8192
St Johns Road	3	NO2	46	36.51556745	16	16384
St Johns Road	3	NO2	46	37.65768679	16	32768
St Johns Road	3	NO2	46	37.93323506	16	65536
St Johns Road	3	NO2	46	35.35428236	16	131072
St Johns Road	3	NO2	46	33.12666883	16	262144
St Johns Road	3	NO2	46	32.3302311	16	524288
St Johns Road	3	NO2	46	0	17	1
St Johns Road	3	NO2	46	38.4227495	17	1024
St Johns Road	3	NO2	46	38.08854356	17	2048
St Johns Road	3	NO2	46	37.46194128	17	4096
St Johns Road	3	NO2	46	36.83346622	17	8192
St Johns Road	3	NO2	46	36.47944487	17	16384
St Johns Road	3	NO2	46	37.59413037	17	32768
St Johns Road	3	NO2	46	38.00587736	17	65536
St Johns Road	3	NO2	46	35.47989788	17	131072
St Johns Road	3	NO2	46	33.17495594	17	262144
St Johns Road	3	NO2	46	32.32806266	17	524288
St Johns Road	3	NO2	46	0	18	1
St Johns Road	3	NO2	46	38.4227495	18	1024
St Johns Road	3	NO2	46	38.08854356	18	2048
St Johns Road	3	NO2	46	37.46192057	18	4096
St Johns Road	3	NO2	46	36.83207422	18	8192
St Johns Road	3	NO2	46	36.44851035	18	16384
St Johns Road	3	NO2	46	37.53170484	18	32768
St Johns Road	3	NO2	46	38.06772669	18	65536
St Johns Road	3	NO2	46	35.60088669	18	131072
St Johns Road	3	NO2	46	33.22418353	18	262144
St Johns Road	3	NO2	46	32.32740105	18	524288
St Johns Road	3	NO2	46	0	19	1
St Johns Road	3	NO2	46	38.4227495	19	1024
St Johns Road	3	NO2	46	38.08854356	19	2048
St Johns Road	3	NO2	46	37.46190633	19	4096
St Johns Road	3	NO2	46	36.8309465	19	8192
St Johns Road	3	NO2	46	36.42203207	19	16384
St Johns Road	3	NO2	46	37.47080298	19	32768
St Johns Road	3	NO2	46	38.12007333	19	65536
St Johns Road	3	NO2	46	35.71734604	19	131072
St Johns Road	3	NO2	46	33.27411884	19	262144
St Johns Road	3	NO2	46	32.32812577	19	524288
St Johns Road	3	NO2	46	0	20	1
St Johns Road	3	NO2	46	38.4227495	20	1024
St Johns Road	3	NO2	46	38.08854356	20	2048
St Johns Road	3	NO2	46	37.46189655	20	4096
St Johns Road	3	NO2	46	36.83001971	20	8192
St Johns Road	3	NO2	46	36.39937991	20	16384
St Johns Road	3	NO2	46	37.4116702	20	32768
St Johns Road	3	NO2	46	38.16405289	20	65536
St Johns Road	3	NO2	46	35.8293949	20	131072
St Johns Road	3	NO2	46	33.32456509	20	262144
St Johns Road	3	NO2	46	32.33012561	20	524288
St Johns Road	3	NO2	46	0	21	1
St Johns Road	3	NO2	46	38.4227495	21	1024
St Johns Road	3	NO2	46	38.08854356	21	2048
St Johns Road	3	NO2	46	37.46188983	21	4096
St Johns Road	3	NO2	46	36.82924905	21	8192
St Johns Road	3	NO2	46	36.38001181	21	16384
St Johns Road	3	NO2	46	37.35444884	21	32768
St Johns Road	3	NO2	46	38.20066564	21	65536
St Johns Road	3	NO2	46	35.93716562	21	131072
St Johns Road	3	NO2	46	33.37535615	21	262144
St Johns Road	3	NO2	46	32.33329792	21	524288
St Johns Road	3	NO2	46	0	22	1
St Johns Road	3	NO2	46	38.4227495	22	1024
St Johns Road	3	NO2	46	38.08854356	22	2048
St Johns Road	3	NO2	46	37.46188521	22	4096
St Johns Road	3	NO2	46	36.82860216	22	8192
St Johns Road	3	NO2	46	36.36346175	22	16384
St Johns Road	3	NO2	46	37.29920978	22	32768
St Johns Road	3	NO2	46	38.23079324	22	65536
St Johns Road	3	NO2	46	36.04079795	22	131072
St Johns Road	3	NO2	46	33.42635191	22	262144
St Johns Road	3	NO2	46	32.337548	22	524288
St Johns Road	3	NO2	46	0	23	1
St Johns Road	3	NO2	46	38.4227495	23	1024
St Johns Road	3	NO2	46	38.08854356	23	2048
St Johns Road	3	NO2	46	37.46188203	23	4096
St Johns Road	3	NO2	46	36.82805516	23	8192
St Johns Road	3	NO2	46	36.34932924	23	16384
St Johns Road	3	NO2	46	37.24597487	23	32768
St Johns Road	3	NO2	46	38.25521335	23	65536
St Johns Road	3	NO2	46	36.14043496	23	131072
St Johns Road	3	NO2	46	33.4774344	23	262144
St Johns Road	3	NO2	46	32.34278842	23	524288
St Johns Road	3	NO2	46	0	24	1
St Johns Road	3	NO2	46	38.4227495	24	1024
St Johns Road	3	NO2	46	38.08854356	24	2048
St Johns Road	3	NO2	46	37.46187985	24	4096
St Johns Road	3	NO2	46	36.82758997	24	8192
St Johns Road	3	NO2	46	36.33727018	24	16384
St Johns Road	3	NO2	46	37.19473272	24	32768
St Johns Road	3	NO2	46	38.2746123	24	65536
St Johns Road	3	NO2	46	36.23622013	24	131072
St Johns Road	3	NO2	46	33.5285045	24	262144
St Johns Road	3	NO2	46	32.34893854	24	524288
St Johns Road	3	NO2	46	0	25	1
St Johns Road	3	NO2	46	38.4227495	25	1024
St Johns Road	3	NO2	46	38.08854356	25	2048
St Johns Road	3	NO2	46	37.46187835	25	4096
St Johns Road	3	NO2	46	36.82719263	25	8192
St Johns Road	3	NO2	46	36.326989	25	16384
St Johns Road	3	NO2	46	37.14544994	25	32768
St Johns Road	3	NO2	46	38.28959606	25	65536
St Johns Road	3	NO2	46	36.32829539	25	131072
St Johns Road	3	NO2	46	33.57947908	25	262144
St Johns Road	3	NO2	46	32.35592392	25	524288
St Johns Road	4	NO2	48	0	0	1
St Johns Road	4	NO2	48	39.47472643	0	1024
St Johns Road	4	NO2	48	39.51104908	0	2048
St Johns Road	4	NO2	48	38.63130288	0	4096
St Johns Road	4	NO2	48	37.01241375	0	8192
St Johns Road	4	NO2	48	35.58358892	0	16384
St Johns Road	4	NO2	48	34.69584828	0	32768
St Johns Road	4	NO2	48	34.21487984	0	65536
St Johns Road	4	NO2	48	33.9667379	0	131072
St Johns Road	4	NO2	48	33.84100981	0	262144
St Johns Road	4	NO2	48	33.77776696	0	524288
St Johns Road	4	NO2	48	0	1	1
St Johns Road	4	NO2	48	39.4015962	1	1024
St Johns Road	4	NO2	48	39.42551132	1	2048
St Johns Road	4	NO2	48	39.27395173	1	4096
St Johns Road	4	NO2	48	39.04823628	1	8192
St Johns Road	4	NO2	48	38.14102528	1	16384
St Johns Road	4	NO2	48	36.59829775	1	32768
St Johns Road	4	NO2	48	35.29571765	1	65536
St Johns Road	4	NO2	48	34.5241544	1	131072
St Johns Road	4	NO2	48	34.12103799	1	262144
St Johns Road	4	NO2	48	33.91768649	1	524288
St Johns Road	4	NO2	48	0	2	1
St Johns Road	4	NO2	48	39.40148929	2	1024
St Johns Road	4	NO2	48	39.40962097	2	2048
St Johns Road	4	NO2	48	39.16907145	2	4096
St Johns Road	4	NO2	48	39.17776995	2	8192
St Johns Road	4	NO2	48	38.92023215	2	16384
St Johns Road	4	NO2	48	37.50967096	2	32768
St Johns Road	4	NO2	48	35.71380743	2	65536
St Johns Road	4	NO2	48	34.59551023	2	131072
St Johns Road	4	NO2	48	34.09338592	2	262144
St Johns Road	4	NO2	48	33.88405815	2	524288
St Johns Road	4	NO2	48	0	3	1
St Johns Road	4	NO2	48	39.40148807	3	1024
St Johns Road	4	NO2	48	39.40901412	3	2048
St Johns Road	4	NO2	48	39.14064542	3	4096
St Johns Road	4	NO2	48	39.14186819	3	8192
St Johns Road	4	NO2	48	39.19561883	3	16384
St Johns Road	4	NO2	48	38.13667043	3	32768
St Johns Road	4	NO2	48	36.13028108	3	65536
St Johns Road	4	NO2	48	34.70052339	3	131072
St Johns Road	4	NO2	48	34.080382	3	262144
St Johns Road	4	NO2	48	33.85493164	3	524288
St Johns Road	4	NO2	48	0	4	1
St Johns Road	4	NO2	48	39.40148796	4	1024
St Johns Road	4	NO2	48	39.40909309	4	2048
St Johns Road	4	NO2	48	39.13848058	4	4096
St Johns Road	4	NO2	48	39.10951742	4	8192
St Johns Road	4	NO2	48	39.27041324	4	16384
St Johns Road	4	NO2	48	38.56275247	4	32768
St Johns Road	4	NO2	48	36.5182133	4	65536
St Johns Road	4	NO2	48	34.82702356	4	131072
St Johns Road	4	NO2	48	34.07960289	4	262144
St Johns Road	4	NO2	48	33.82993623	4	524288
St Johns Road	4	NO2	48	0	5	1
St Johns Road	4	NO2	48	39.40148795	5	1024
St Johns Road	4	NO2	48	39.40914135	5	2048
St Johns Road	4	NO2	48	39.14258165	5	4096
St Johns Road	4	NO2	48	39.09574961	5	8192
St Johns Road	4	NO2	48	39.26432222	5	16384
St Johns Road	4	NO2	48	38.85068182	5	32768
St Johns Road	4	NO2	48	36.8679234	5	65536
St Johns Road	4	NO2	48	34.96640133	5	131072
St Johns Road	4	NO2	48	34.08899439	5	262144
St Johns Road	4	NO2	48	33.80873021	5	524288
St Johns Road	4	NO2	48	0	6	1
St Johns Road	4	NO2	48	39.40148795	6	1024
St Johns Road	4	NO2	48	39.40916109	6	2048
St Johns Road	4	NO2	48	39.14715896	6	4096
St Johns Road	4	NO2	48	39.09572389	6	8192
St Johns Road	4	NO2	48	39.22871005	6	16384
St Johns Road	4	NO2	48	39.04350909	6	32768
St Johns Road	4	NO2	48	37.17797902	6	65536
St Johns Road	4	NO2	48	35.11261091	6	131072
St Johns Road	4	NO2	48	34.10681632	6	262144
St Johns Road	4	NO2	48	33.79099866	6	524288
St Johns Road	4	NO2	48	0	7	1
St Johns Road	4	NO2	48	39.40148795	7	1024
St Johns Road	4	NO2	48	39.40916882	7	2048
St Johns Road	4	NO2	48	39.15085663	7	4096
St Johns Road	4	NO2	48	39.10387551	7	8192
St Johns Road	4	NO2	48	39.18557239	7	16384
St Johns Road	4	NO2	48	39.17031749	7	32768
St Johns Road	4	NO2	48	37.45062176	7	65536
St Johns Road	4	NO2	48	35.26144833	7	131072
St Johns Road	4	NO2	48	34.13159552	7	262144
St Johns Road	4	NO2	48	33.77645136	7	524288
St Johns Road	4	NO2	48	0	8	1
St Johns Road	4	NO2	48	39.40148795	8	1024
St Johns Road	4	NO2	48	39.40917183	8	2048
St Johns Road	4	NO2	48	39.15357098	8	4096
St Johns Road	4	NO2	48	39.1162791	8	8192
St Johns Road	4	NO2	48	39.14395194	8	16384
St Johns Road	4	NO2	48	39.25092356	8	32768
St Johns Road	4	NO2	48	37.6894915	8	65536
St Johns Road	4	NO2	48	35.41002944	8	131072
St Johns Road	4	NO2	48	34.16208591	8	262144
St Johns Road	4	NO2	48	33.76482091	8	524288
St Johns Road	4	NO2	48	0	9	1
St Johns Road	4	NO2	48	39.40148795	9	1024
St Johns Road	4	NO2	48	39.409173	9	2048
St Johns Road	4	NO2	48	39.15549075	9	4096
St Johns Road	4	NO2	48	39.13045871	9	8192
St Johns Road	4	NO2	48	39.1071911	9	16384
St Johns Road	4	NO2	48	39.29902486	9	32768
St Johns Road	4	NO2	48	37.89853508	9	65536
St Johns Road	4	NO2	48	35.55641278	9	131072
St Johns Road	4	NO2	48	34.19723442	9	262144
St Johns Road	4	NO2	48	33.75586093	9	524288
St Johns Road	4	NO2	48	0	10	1
St Johns Road	4	NO2	48	39.40148795	10	1024
St Johns Road	4	NO2	48	39.40917345	10	2048
St Johns Road	4	NO2	48	39.15682716	10	4096
St Johns Road	4	NO2	48	39.14493667	10	8192
St Johns Road	4	NO2	48	39.07616678	10	16384
St Johns Road	4	NO2	48	39.32421724	10	32768
St Johns Road	4	NO2	48	38.08151663	10	65536
St Johns Road	4	NO2	48	35.69932737	10	131072
St Johns Road	4	NO2	48	34.236152	10	262144
St Johns Road	4	NO2	48	33.74934447	10	524288
St Johns Road	4	NO2	48	0	11	1
St Johns Road	4	NO2	48	39.40148795	11	1024
St Johns Road	4	NO2	48	39.40917363	11	2048
St Johns Road	4	NO2	48	39.15775097	11	4096
St Johns Road	4	NO2	48	39.15887646	11	8192
St Johns Road	4	NO2	48	39.05073223	11	16384
St Johns Road	4	NO2	48	39.33329361	11	32768
St Johns Road	4	NO2	48	38.24182683	11	65536
St Johns Road	4	NO2	48	35.83797653	11	131072
St Johns Road	4	NO2	48	34.27808895	11	262144
St Johns Road	4	NO2	48	33.74506249	11	524288
St Johns Road	4	NO2	48	0	12	1
St Johns Road	4	NO2	48	39.40148795	12	1024
St Johns Road	4	NO2	48	39.4091737	12	2048
St Johns Road	4	NO2	48	39.15838755	12	4096
St Johns Road	4	NO2	48	39.17184076	12	8192
St Johns Road	4	NO2	48	39.03035518	12	16384
St Johns Road	4	NO2	48	39.33109782	12	32768
St Johns Road	4	NO2	48	38.38243551	12	65536
St Johns Road	4	NO2	48	35.97189674	12	131072
St Johns Road	4	NO2	48	34.32241394	12	262144
St Johns Road	4	NO2	48	33.74282247	12	524288
St Johns Road	4	NO2	48	0	13	1
St Johns Road	4	NO2	48	39.40148795	13	1024
St Johns Road	4	NO2	48	39.40917372	13	2048
St Johns Road	4	NO2	48	39.15882557	13	4096
St Johns Road	4	NO2	48	39.18363508	13	8192
St Johns Road	4	NO2	48	39.0143957	13	16384
St Johns Road	4	NO2	48	39.32109979	13	32768
St Johns Road	4	NO2	48	38.50590838	13	65536
St Johns Road	4	NO2	48	36.10085634	13	131072
St Johns Road	4	NO2	48	34.36859612	13	262144
St Johns Road	4	NO2	48	33.74244713	13	524288
St Johns Road	4	NO2	48	0	14	1
St Johns Road	4	NO2	48	39.40148795	14	1024
St Johns Road	4	NO2	48	39.40917373	14	2048
St Johns Road	4	NO2	48	39.15912677	14	4096
St Johns Road	4	NO2	48	39.19420885	14	8192
St Johns Road	4	NO2	48	39.00222261	14	16384
St Johns Road	4	NO2	48	39.30579135	14	32768
St Johns Road	4	NO2	48	38.61444903	14	65536
St Johns Road	4	NO2	48	36.22478295	14	131072
St Johns Road	4	NO2	48	34.41618987	14	262144
St Johns Road	4	NO2	48	33.74377328	14	524288
St Johns Road	4	NO2	48	0	15	1
St Johns Road	4	NO2	48	39.40148795	15	1024
St Johns Road	4	NO2	48	39.40917374	15	2048
St Johns Road	4	NO2	48	39.15933383	15	4096
St Johns Road	4	NO2	48	39.20359353	15	8192
St Johns Road	4	NO2	48	38.99325832	15	16384
St Johns Road	4	NO2	48	39.28696319	15	32768
St Johns Road	4	NO2	48	38.70994722	15	65536
St Johns Road	4	NO2	48	36.34371174	15	131072
St Johns Road	4	NO2	48	34.46482194	15	262144
St Johns Road	4	NO2	48	33.74665066	15	524288
St Johns Road	4	NO2	48	0	16	1
St Johns Road	4	NO2	48	39.40148795	16	1024
St Johns Road	4	NO2	48	39.40917374	16	2048
St Johns Road	4	NO2	48	39.15947615	16	4096
St Johns Road	4	NO2	48	39.21186437	16	8192
St Johns Road	4	NO2	48	38.98699223	16	16384
St Johns Road	4	NO2	48	39.26590109	16	32768
St Johns Road	4	NO2	48	38.79402536	16	65536
St Johns Road	4	NO2	48	36.45774868	16	131072
St Johns Road	4	NO2	48	34.51418036	16	262144
St Johns Road	4	NO2	48	33.75094103	16	524288
St Johns Road	4	NO2	48	0	17	1
St Johns Road	4	NO2	48	39.40148795	17	1024
St Johns Road	4	NO2	48	39.40917374	17	2048
St Johns Road	4	NO2	48	39.15957397	17	4096
St Johns Road	4	NO2	48	39.21911718	17	8192
St Johns Road	4	NO2	48	38.9829808	17	16384
St Johns Road	4	NO2	48	39.24352625	17	32768
St Johns Road	4	NO2	48	38.86807971	17	65536
St Johns Road	4	NO2	48	36.56704456	17	131072
St Johns Road	4	NO2	48	34.56400512	17	262144
St Johns Road	4	NO2	48	33.75651714	17	524288
St Johns Road	4	NO2	48	0	18	1
St Johns Road	4	NO2	48	39.40148795	18	1024
St Johns Road	4	NO2	48	39.40917374	18	2048
St Johns Road	4	NO2	48	39.1596412	18	4096
St Johns Road	4	NO2	48	39.22545444	18	8192
St Johns Road	4	NO2	48	38.98084247	18	16384
St Johns Road	4	NO2	48	39.22049603	18	32768
St Johns Road	4	NO2	48	38.93331577	18	65536
St Johns Road	4	NO2	48	36.6717768	18	131072
St Johns Road	4	NO2	48	34.61408017	18	262144
St Johns Road	4	NO2	48	33.76326197	18	524288
St Johns Road	4	NO2	48	0	19	1
St Johns Road	4	NO2	48	39.40148795	19	1024
St Johns Road	4	NO2	48	39.40917374	19	2048
St Johns Road	4	NO2	48	39.1596874	19	4096
St Johns Road	4	NO2	48	39.23097734	19	8192
St Johns Road	4	NO2	48	38.9802508	19	16384
St Johns Road	4	NO2	48	39.19727683	19	32768
St Johns Road	4	NO2	48	38.99077785	19	65536
St Johns Road	4	NO2	48	36.77213681	19	131072
St Johns Road	4	NO2	48	34.66422669	19	262144
St Johns Road	4	NO2	48	33.77106784	19	524288
St Johns Road	4	NO2	48	0	20	1
St Johns Road	4	NO2	48	39.40148795	20	1024
St Johns Road	4	NO2	48	39.40917374	20	2048
St Johns Road	4	NO2	48	39.15971916	20	4096
St Johns Road	4	NO2	48	39.23578145	20	8192
St Johns Road	4	NO2	48	38.98092756	20	16384
St Johns Road	4	NO2	48	39.17419668	20	32768
St Johns Road	4	NO2	48	39.04137379	20	65536
St Johns Road	4	NO2	48	36.86832136	20	131072
St Johns Road	4	NO2	48	34.71429731	20	262144
St Johns Road	4	NO2	48	33.77983576	20	524288
St Johns Road	4	NO2	48	0	21	1
St Johns Road	4	NO2	48	39.40148795	21	1024
St Johns Road	4	NO2	48	39.40917374	21	2048
St Johns Road	4	NO2	48	39.15974098	21	4096
St Johns Road	4	NO2	48	39.23995455	21	8192
St Johns Road	4	NO2	48	38.98263625	21	16384
St Johns Road	4	NO2	48	39.15148347	21	32768
St Johns Road	4	NO2	48	39.08589531	21	65536
St Johns Road	4	NO2	48	36.96052671	21	131072
St Johns Road	4	NO2	48	34.7641712	21	262144
St Johns Road	4	NO2	48	33.78947472	21	524288
St Johns Road	4	NO2	48	0	22	1
St Johns Road	4	NO2	48	39.40148795	22	1024
St Johns Road	4	NO2	48	39.40917374	22	2048
St Johns Road	4	NO2	48	39.15975598	22	4096
St Johns Road	4	NO2	48	39.24357586	22	8192
St Johns Road	4	NO2	48	38.98517629	22	16384
St Johns Road	4	NO2	48	39.12929263	22	32768
St Johns Road	4	NO2	48	39.12503505	22	65536
St Johns Road	4	NO2	48	37.04894484	22	131072
St Johns Road	4	NO2	48	34.81374995	22	262144
St Johns Road	4	NO2	48	33.79990108	22	524288
St Johns Road	4	NO2	48	0	23	1
St Johns Road	4	NO2	48	39.40148795	23	1024
St Johns Road	4	NO2	48	39.40917374	23	2048
St Johns Road	4	NO2	48	39.15976629	23	4096
St Johns Road	4	NO2	48	39.24671601	23	8192
St Johns Road	4	NO2	48	38.98837793	23	16384
St Johns Road	4	NO2	48	39.10772726	23	32768
St Johns Road	4	NO2	48	39.15940056	23	65536
St Johns Road	4	NO2	48	37.13376102	23	131072
St Johns Road	4	NO2	48	34.86295402	23	262144
St Johns Road	4	NO2	48	33.81103797	23	524288
St Johns Road	4	NO2	48	0	24	1
St Johns Road	4	NO2	48	39.40148795	24	1024
St Johns Road	4	NO2	48	39.40917374	24	2048
St Johns Road	4	NO2	48	39.15977337	24	4096
St Johns Road	4	NO2	48	39.24943745	24	8192
St Johns Road	4	NO2	48	38.99209787	24	16384
St Johns Road	4	NO2	48	39.08685275	24	32768
St Johns Road	4	NO2	48	39.18952615	24	65536
St Johns Road	4	NO2	48	37.21515245	24	131072
St Johns Road	4	NO2	48	34.91171975	24	262144
St Johns Road	4	NO2	48	33.82281479	24	524288
St Johns Road	4	NO2	48	0	25	1
St Johns Road	4	NO2	48	39.40148795	25	1024
St Johns Road	4	NO2	48	39.40917374	25	2048
St Johns Road	4	NO2	48	39.15977824	25	4096
St Johns Road	4	NO2	48	39.25179506	25	8192
St Johns Road	4	NO2	48	38.9962154	25	16384
St Johns Road	4	NO2	48	39.06670742	25	32768
St Johns Road	4	NO2	48	39.21588272	25	65536
St Johns Road	4	NO2	48	37.29328745	25	131072
St Johns Road	4	NO2	48	34.9599968	25	262144
St Johns Road	4	NO2	48	33.83516671	25	524288
St Johns Road	5	NO2	48	0	0	1
St Johns Road	5	NO2	48	40.12574134	0	1024
St Johns Road	5	NO2	48	41.3568367	0	2048
St Johns Road	5	NO2	48	40.76993107	0	4096
St Johns Road	5	NO2	48	38.65135945	0	8192
St Johns Road	5	NO2	48	36.64153461	0	16384
St Johns Road	5	NO2	48	35.38361028	0	32768
St Johns Road	5	NO2	48	34.70406213	0	65536
St Johns Road	5	NO2	48	34.3545729	0	131072
St Johns Road	5	NO2	48	34.17785132	0	262144
St Johns Road	5	NO2	48	34.08905774	0	524288
St Johns Road	5	NO2	48	0	1	1
St Johns Road	5	NO2	48	38.98910452	1	1024
St Johns Road	5	NO2	48	39.23413774	1	2048
St Johns Road	5	NO2	48	39.87927019	1	4096
St Johns Road	5	NO2	48	40.52347208	1	8192
St Johns Road	5	NO2	48	39.86848424	1	16384
St Johns Road	5	NO2	48	37.95555141	1	32768
St Johns Road	5	NO2	48	36.18604764	1	65536
St Johns Road	5	NO2	48	35.118558	1	131072
St Johns Road	5	NO2	48	34.56059848	1	262144
St Johns Road	5	NO2	48	34.2798926	1	524288
St Johns Road	5	NO2	48	0	2	1
St Johns Road	5	NO2	48	38.98796739	2	1024
St Johns Road	5	NO2	48	39.11526441	2	2048
St Johns Road	5	NO2	48	39.11860705	2	4096
St Johns Road	5	NO2	48	39.88581706	2	8192
St Johns Road	5	NO2	48	40.52395846	2	16384
St Johns Road	5	NO2	48	39.07924111	2	32768
St Johns Road	5	NO2	48	36.71998765	2	65536
St Johns Road	5	NO2	48	35.18270305	2	131072
St Johns Road	5	NO2	48	34.49544285	2	262144
St Johns Road	5	NO2	48	34.21638039	2	524288
St Johns Road	5	NO2	48	0	3	1
St Johns Road	5	NO2	48	38.98796241	3	1024
St Johns Road	5	NO2	48	39.10951483	3	2048
St Johns Road	5	NO2	48	38.90534212	3	4096
St Johns Road	5	NO2	48	39.3370913	3	8192
St Johns Road	5	NO2	48	40.52656233	3	16384
St Johns Road	5	NO2	48	39.77649563	3	32768
St Johns Road	5	NO2	48	37.25822754	3	65536
St Johns Road	5	NO2	48	35.30991919	3	131072
St Johns Road	5	NO2	48	34.45833317	3	262144
St Johns Road	5	NO2	48	34.16162842	3	524288
St Johns Road	5	NO2	48	0	4	1
St Johns Road	5	NO2	48	38.98796205	4	1024
St Johns Road	5	NO2	48	39.10953918	4	2048
St Johns Road	5	NO2	48	38.85908416	4	4096
St Johns Road	5	NO2	48	39.00044366	4	8192
St Johns Road	5	NO2	48	40.3173401	4	16384
St Johns Road	5	NO2	48	40.19666714	4	32768
St Johns Road	5	NO2	48	37.7547627	4	65536
St Johns Road	5	NO2	48	35.47714921	4	131072
St Johns Road	5	NO2	48	34.44449914	4	262144
St Johns Road	5	NO2	48	34.11489393	4	524288
St Johns Road	5	NO2	48	0	5	1
St Johns Road	5	NO2	48	38.98796201	5	1024
St Johns Road	5	NO2	48	39.10967465	5	2048
St Johns Road	5	NO2	48	38.85884327	5	4096
St Johns Road	5	NO2	48	38.81454501	5	8192
St Johns Road	5	NO2	48	40.05092483	5	16384
St Johns Road	5	NO2	48	40.43972952	5	32768
St Johns Road	5	NO2	48	38.19391219	5	65536
St Johns Road	5	NO2	48	35.66818932	5	131072
St Johns Road	5	NO2	48	34.44990564	5	262144
St Johns Road	5	NO2	48	34.07549285	5	524288
St Johns Road	5	NO2	48	0	6	1
St Johns Road	5	NO2	48	38.98796201	6	1024
St Johns Road	5	NO2	48	39.10973434	6	2048
St Johns Road	5	NO2	48	38.86857617	6	4096
St Johns Road	5	NO2	48	38.72332505	6	8192
St Johns Road	5	NO2	48	39.78753109	6	16384
St Johns Road	5	NO2	48	40.56817747	6	32768
St Johns Road	5	NO2	48	38.57413802	6	65536
St Johns Road	5	NO2	48	35.8717553	6	131072
St Johns Road	5	NO2	48	34.47114241	6	262144
St Johns Road	5	NO2	48	34.04279529	6	524288
St Johns Road	5	NO2	48	0	7	1
St Johns Road	5	NO2	48	38.98796201	7	1024
St Johns Road	5	NO2	48	39.10975794	7	2048
St Johns Road	5	NO2	48	38.87836972	7	4096
St Johns Road	5	NO2	48	38.68920965	7	8192
St Johns Road	5	NO2	48	39.54934331	7	16384
St Johns Road	5	NO2	48	40.62098665	7	32768
St Johns Road	5	NO2	48	38.89992227	7	65536
St Johns Road	5	NO2	48	36.08008461	7	131072
St Johns Road	5	NO2	48	34.50533016	7	262144
St Johns Road	5	NO2	48	34.0162213	7	524288
St Johns Road	5	NO2	48	0	8	1
St Johns Road	5	NO2	48	38.98796201	8	1024
St Johns Road	5	NO2	48	39.10976713	8	2048
St Johns Road	5	NO2	48	38.88607411	8	4096
St Johns Road	5	NO2	48	38.6883667	8	8192
St Johns Road	5	NO2	48	39.3426278	8	16384
